time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
407,0,1,1411.43,3.59,107,52.149483,-0.46347,44.8,,4
408,0,1,1415.23,3.59,107,52.149493,-0.463416,44.8,,2
409,0,1,1419.36,3.59,107,52.149505,-0.463359,44.7,,3
410,0,1,1422.7,3.59,108,52.149517,-0.463301,44.6,,3
411,0,1,1426.63,3.59,108,52.149529,-0.463241,44.5,,2
412,0,1,1430.54,3.59,108,52.14954,-0.463182,44.4,,3
413,0,1,1435.29,3.6,108,52.149549,-0.463123,44.4,,3
414,0,1,1439.14,3.6,109,52.149557,-0.463064,44.2,,2
415,0,1,1442.83,3.6,109,52.149564,-0.463006,44.1,,4
416,0,1,1447.28,3.6,109,52.149571,-0.46295,44.0,,2
417,0,1,1450.85,3.61,109,52.149576,-0.462895,43.9,,3
418,0,1,1454.44,3.61,110,52.149582,-0.462841,43.8,,3
419,0,1,1458.98,3.61,110,52.149588,-0.46279,43.7,,2
420,0,1,1462.47,3.61,110,52.149594,-0.462739,43.6,,3
421,0,1,1465.78,3.61,111,52.149599,-0.462689,43.5,,3
422,0,1,1470.3,3.61,111,52.149604,-0.462638,43.4,,3
423,0,1,1473.67,3.61,111,52.149606,-0.462584,43.3,,2
424,0,1,1477.09,3.61,111,52.149607,-0.462528,43.1,,3
425,0,1,1481.21,3.61,112,52.149606,-0.462472,43.0,,3
426,0,1,1485.08,3.61,112,52.149604,-0.462416,42.7,,3
427,0,1,1488.69,3.61,112,52.149602,-0.462363,42.5,,2
428,0,1,1492.37,3.61,113,52.149598,-0.462312,42.4,,3
429,0,1,1495.34,3.61,113,52.149593,-0.462262,42.2,,3
430,0,1,1498.37,3.61,113,52.149586,-0.462211,42.0,,3
431,0,1,1503.74,3.61,113,52.149578,-0.46216,41.8,,3
432,0,1,1507.05,3.61,114,52.14957,-0.462109,41.6,,3
433,0,1,1510.66,3.61,114,52.14956,-0.462057,41.4,,3
434,0,1,1514.02,3.61,114,52.149549,-0.462005,41.2,,3
435,0,1,1517.73,3.61,114,52.149537,-0.461954,41.0,,6
436,0,1,1521.59,3.62,115,52.149524,-0.461902,40.8,,6
437,0,1,1524.89,3.62,115,52.14951,-0.461851,40.6,,3
438,0,1,1528.68,3.62,115,52.149495,-0.4618,40.4,,2
439,0,1,1532.54,3.62,116,52.149478,-0.46175,40.3,,3
440,0,1,1536.47,3.62,116,52.149461,-0.461701,40.1,,3
441,0,1,1546.82,3.62,116,52.149442,-0.461652,40.0,,3
442,0,1,1551.94,3.62,116,52.149421,-0.461604,40.0,,2
443,0,1,1555.72,3.62,117,52.149399,-0.461558,39.9,,3
444,0,1,1559.75,3.62,117,52.149375,-0.461514,39.9,,3
445,0,1,1563.99,3.63,117,52.14935,-0.461472,39.9,,3
446,0,1,1567.97,3.63,118,52.149324,-0.461432,39.9,,3
447,0,1,1571.82,3.63,118,52.149296,-0.461394,39.9,,2
448,0,1,1575.78,3.63,118,52.14927,-0.461357,39.9,,3
449,0,1,1579.81,3.64,118,52.149244,-0.461319,39.9,,3
450,0,1,1583.8,3.64,119,52.149219,-0.46128,39.9,,3
451,0,1,1587.56,3.64,119,52.149194,-0.461239,40.0,,3
452,0,1,1591.41,3.65,119,52.149168,-0.461197,40.0,,2
453,0,1,1595.32,3.65,119,52.149143,-0.461153,39.9,,3
454,0,1,1599.38,3.65,120,52.149117,-0.461108,39.8,,3
455,0,1,1603.71,3.66,120,52.149091,-0.461063,39.7,,5
456,0,1,1607.93,3.66,120,52.149065,-0.461018,39.6,,5
457,0,1,1612.05,3.66,121,52.14904,-0.460974,39.5,,3
458,0,1,1616.09,3.67,121,52.149015,-0.46093,39.5,,3
459,0,1,1620.18,3.67,121,52.148991,-0.460885,39.4,,3
460,0,1,1624.01,3.68,121,52.148969,-0.460837,39.3,,2
461,0,1,1624.01,3.68,122,52.14895,-0.460785,39.2,,6
462,0,1,1624.01,3.69,122,52.148932,-0.460731,39.1,,6
463,0,1,1628.26,3.69,122,52.148918,-0.460676,39.0,,3
464,0,1,1632.34,3.7,123,52.148906,-0.460621,39.0,,3
465,0,1,1635.95,3.7,123,52.148897,-0.460567,38.9,,6
466,0,1,1639.67,3.7,123,52.148888,-0.460512,38.9,,6
467,0,1,1644.43,3.7,123,52.148881,-0.460457,38.8,,2
468,0,1,1648.06,3.71,124,52.148873,-0.460403,38.8,,3
469,0,1,1652.05,3.71,124,52.148865,-0.460347,38.8,,3
470,0,1,1655.78,3.71,124,52.148858,-0.460293,38.7,,3
471,0,1,1659.6,3.71,125,52.148854,-0.460239,38.7,,3
472,0,1,1663.36,3.71,125,52.148854,-0.460186,38.7,,2
473,0,1,1667.09,3.71,125,52.148856,-0.460135,38.7,,6
474,0,1,1670.58,3.71,125,52.148858,-0.460085,38.7,,6
475,0,1,1673.81,3.71,126,52.148859,-0.460035,38.6,,3
476,0,1,1678.25,3.71,126,52.148857,-0.459985,38.6,,3
477,0,1,1687.65,3.71,126,52.148855,-0.459936,38.5,,2
478,0,1,1692.45,3.71,126,52.148851,-0.459887,38.5,,3
479,0,1,1695.85,3.71,127,52.148847,-0.459838,38.4,,3
480,0,1,1698.9,3.71,127,52.148844,-0.45979,38.3,,3
481,0,1,1701.92,3.71,127,52.14884,-0.459743,38.2,,3
482,0,1,1705.55,3.71,128,52.148837,-0.459694,38.2,,2
483,0,1,1709.22,3.71,128,52.148834,-0.459645,38.1,,3
484,0,1,1709.22,3.71,128,52.148831,-0.459595,38.0,,3
485,0,1,1709.22,3.71,128,52.148827,-0.459546,37.9,,3
486,0,1,1712.59,3.71,129,52.148824,-0.459497,37.9,,3
487,0,1,1717.43,3.71,129,52.148819,-0.45945,37.8,,2
488,0,1,1720.61,3.71,129,52.148812,-0.459403,37.8,,3
489,0,1,1724.06,3.71,130,52.148803,-0.459359,37.7,,3
490,0,1,1728.52,3.71,130,52.148791,-0.459317,37.6,,2
491,0,1,1731.94,3.71,130,52.148775,-0.459277,37.6,,3
492,0,1,1734.91,3.71,130,52.148755,-0.45924,37.6,,3
493,0,1,1739.22,3.71,131,52.148733,-0.459207,37.6,,2
494,0,1,1742.78,3.71,131,52.148709,-0.459177,37.6,,3
495,0,1,1746.06,3.71,131,52.148684,-0.459151,37.6,,6
496,0,1,1749.49,3.71,131,52.148656,-0.459128,37.6,,6
497,0,1,1752.99,3.71,132,52.148628,-0.459109,37.6,,3
498,0,1,1756.5,3.71,132,52.148597,-0.459094,37.6,,3
499,0,1,1760.18,3.71,132,52.148564,-0.459082,37.7,,3
500,0,1,1770.11,3.71,133,52.148528,-0.459072,37.7,,2
501,0,1,1775.72,3.71,133,52.148492,-0.459068,37.8,,3
502,0,1,1779.95,3.71,133,52.148458,-0.459069,37.8,,3
503,0,1,1783.9,3.71,133,52.148426,-0.459075,37.9,,2
504,0,1,1787.48,3.71,134,52.148397,-0.459086,37.9,,3
505,0,1,1790.98,3.71,134,52.148368,-0.4591,38.0,,3
506,0,1,1794.47,3.71,134,52.148341,-0.459117,38.0,,3
507,0,1,1797.92,3.71,135,52.148315,-0.459135,38.0,,2
508,0,1,1801.27,3.71,135,52.148288,-0.459154,37.9,,3
509,0,1,1804.7,3.71,135,52.148262,-0.459174,37.9,,3
510,0,1,1808.07,3.71,135,52.148236,-0.459195,37.9,,3
511,0,1,1811.1,3.71,136,52.148209,-0.459216,37.9,,1
512,0,1,1813.96,3.71,136,52.148182,-0.459239,37.8,,2
513,0,1,1817.02,3.71,136,52.148155,-0.459262,37.8,,3
514,0,1,1820.22,3.71,136,52.148128,-0.459284,37.8,,3
515,0,1,1823.58,3.7,137,52.148102,-0.459302,37.8,,3
516,0,1,1826.78,3.7,137,52.148078,-0.459316,37.7,,3
517,0,1,1829.68,3.7,137,52.148055,-0.459337,37.7,,2
518,0,1,1832.23,3.7,138,52.148034,-0.459373,37.7,,3
519,0,1,1836.43,3.7,138,52.148016,-0.459422,37.7,,3
520,0,1,1840.74,3.7,138,52.148,-0.45948,37.8,,3
521,0,1,1845.05,3.7,138,52.147986,-0.459541,37.8,,2
522,0,1,1849.27,3.7,139,52.147972,-0.459602,37.8,,3
523,0,1,1849.27,3.7,139,52.147957,-0.459656,37.8,,3
524,0,1,1849.27,3.7,139,52.147941,-0.459702,37.8,,3
525,0,1,1852.31,3.7,140,52.147923,-0.459739,37.8,,5
526,0,1,1855.39,3.7,140,52.147904,-0.459772,37.9,,5
527,0,1,1858.78,3.7,140,52.147884,-0.459803,37.9,,4
528,0,1,1861.94,3.71,140,52.147864,-0.459835,37.9,,2
529,0,1,1861.94,3.71,141,52.147844,-0.459871,37.9,,3
530,0,1,1876.25,3.71,141,52.147825,-0.459913,37.9,,3
531,0,1,1882.03,3.7,141,52.147804,-0.459957,38.0,,2
532,0,1,1885.63,3.7,141,52.147781,-0.460002,38.0,,3
533,0,1,1889.69,3.7,142,52.147763,-0.460045,38.0,,3
534,0,1,1893.24,3.7,142,52.147748,-0.460087,38.0,,3
535,0,1,1896.51,3.7,142,52.147734,-0.460125,38.0,,3
536,0,1,1899.95,3.7,143,52.14772,-0.460162,37.9,,2
537,0,1,1903.46,3.7,143,52.147706,-0.460205,37.9,,3
538,0,1,1906.48,3.7,143,52.14769,-0.460256,37.9,,3
539,0,1,1909.8,3.7,143,52.147673,-0.460311,37.9,,2
540,0,1,1909.8,3.7,144,52.147656,-0.460362,37.9,,3
541,0,1,1909.8,3.7,144,52.147638,-0.460404,37.9,,3
542,0,1,1912.86,3.69,144,52.147621,-0.46044,37.9,,3
543,0,1,1918.35,3.69,145,52.147606,-0.460474,37.9,,3
544,0,1,1921.05,3.69,145,52.147592,-0.460508,37.9,,2
545,0,1,1923.93,3.69,145,52.147579,-0.460544,37.9,,3
546,0,1,1926.96,3.69,145,52.147566,-0.460578,37.9,,3
547,0,1,1929.95,3.69,146,52.147552,-0.46061,38.0,,3
548,0,1,1929.95,3.69,146,52.147537,-0.460641,38.0,,3
549,0,1,1929.95,3.69,146,52.147522,-0.460671,38.0,,2
550,0,1,1932.71,3.68,147,52.147507,-0.460701,38.0,,3
551,0,1,1940.57,3.68,147,52.147492,-0.460732,38.0,,1
552,0,1,1943.47,3.68,147,52.147477,-0.460765,38.0,,3
553,0,1,1946.37,3.67,147,52.147463,-0.4608,38.0,,2
554,0,1,1949.3,3.67,148,52.14745,-0.460837,37.9,,3
555,0,1,1951.99,3.67,148,52.147438,-0.460873,37.9,,6
556,0,1,1954.55,3.66,148,52.147426,-0.460908,37.9,,6
557,0,1,1957.58,3.66,148,52.147416,-0.46094,37.9,,3
558,0,1,1960.06,3.41,149,52.147407,-0.460968,37.9,,2
559,0,1,1962.23,3.19,149,52.147398,-0.460996,37.9,,3
560,0,1,1965.44,3.08,149,52.147388,-0.461028,37.9,,3
561,0,1,1968.13,3.02,149,52.147377,-0.461067,37.9,,3
562,0,1,1971.25,3.03,150,52.147365,-0.461111,37.8,,3
563,0,1,1973.18,3.09,150,52.147354,-0.461157,37.8,,2
564,0,1,1976.24,3.09,150,52.147344,-0.461202,37.8,,3
565,0,1,1979.2,3.07,150,52.147335,-0.461245,37.8,,3
566,0,1,1982.43,3.07,151,52.147328,-0.461288,37.8,,3
567,0,1,1985.15,3.03,151,52.147323,-0.461331,37.8,,2
568,0,1,1988.18,3.03,151,52.147319,-0.461375,37.8,,3
569,0,1,1991.65,3.05,151,52.147317,-0.461419,37.8,,3
570,0,1,1994.88,3.07,152,52.147315,-0.461465,37.8,,3
571,0,1,1997.94,3.07,152,52.147314,-0.461512,37.8,,3
572,0,1,2000.81,3.08,152,52.147311,-0.461559,37.8,,2
573,0,1,2003.85,3.07,152,52.147306,-0.461606,37.8,,3
574,0,1,2006.91,3.07,153,52.147298,-0.461654,37.8,,3
575,0,1,2010.51,3.08,153,52.147287,-0.461701,37.8,,2
576,0,1,2014.07,3.14,153,52.147273,-0.461749,37.8,,3
577,0,1,2017.87,3.23,153,52.147257,-0.461795,37.8,,3
578,0,1,2020.5,3.28,154,52.14724,-0.46184,37.8,,3
579,0,1,2023.58,3.28,154,52.147223,-0.461884,37.8,,2
580,0,1,2026.85,3.28,154,52.147208,-0.461927,37.8,,3
581,0,1,2031.56,3.28,155,52.147193,-0.461968,37.8,,3
582,0,1,2034.55,3.28,155,52.147179,-0.462009,37.8,,3
583,0,1,2037.44,3.28,155,52.147167,-0.46205,37.8,,3
584,0,1,2041.57,3.28,155,52.147155,-0.462094,37.8,,3
585,0,1,2044.47,3.28,156,52.147144,-0.462139,37.8,,2
586,0,1,2047.73,3.28,156,52.147135,-0.462188,37.8,,3
587,0,1,2051.27,3.28,156,52.147126,-0.462238,37.9,,3
588,0,1,2054.76,3.28,156,52.147117,-0.46229,37.9,,3
589,0,1,2058.19,3.28,157,52.147109,-0.462341,37.9,,3
590,0,1,2061.77,3.28,157,52.1471,-0.462392,37.9,,2
591,0,1,2065.02,3.28,157,52.147092,-0.46244,38.0,,3
592,0,1,2068.04,3.28,157,52.147083,-0.462487,38.0,,3
593,0,1,2072.3,3.28,158,52.147074,-0.462533,38.0,,3
594,0,1,2075.45,3.28,158,52.147065,-0.462579,38.0,,2
595,0,1,2078.67,3.28,158,52.147056,-0.462624,38.0,,3
596,0,1,2081.96,3.28,158,52.147049,-0.46267,38.0,,3
597,0,1,2085.4,3.28,159,52.147042,-0.462717,38.0,,3
598,0,1,2088.41,3.28,159,52.147036,-0.462764,38.0,,2
599,0,1,2092.03,3.28,159,52.147032,-0.462811,38.0,,3
600,0,1,2094.84,3.28,159,52.147028,-0.462855,38.0,,3
601,0,1,2097.49,3.28,160,52.147024,-0.462897,38.0,,3
602,0,1,2101.86,3.28,160,52.147022,-0.462936,38.0,,3
603,0,1,2104.91,3.28,160,52.14702,-0.462976,38.0,,2
604,0,1,2107.88,3.28,160,52.147016,-0.463022,38.0,,3
605,0,1,2110.43,3.28,161,52.147012,-0.463078,38.0,,3
606,0,1,2114.08,3.28,161,52.147005,-0.46314,38.0,,1
607,0,1,2117.82,3.28,161,52.146998,-0.463201,38.0,,3
608,0,1,2120.78,3.28,162,52.146991,-0.463258,38.0,,2
609,0,1,2124.27,3.28,162,52.146983,-0.463311,38.0,,3
610,0,1,2128.0,3.28,162,52.146976,-0.463362,38.0,,3
611,0,1,2132.61,3.28,162,52.146969,-0.463413,38.0,,3
612,0,1,2135.75,3.28,163,52.146963,-0.463466,38.0,,2
613,0,1,2138.91,3.28,163,52.146958,-0.463521,38.0,,3
614,0,1,2144.05,3.28,163,52.146951,-0.463576,38.0,,3
615,0,1,2147.4,3.28,163,52.146939,-0.463629,38.0,,3
616,0,1,2150.94,3.28,164,52.14692,-0.463677,38.0,,2
617,0,1,2154.37,3.28,164,52.146896,-0.46372,37.9,,3
618,0,1,2158.17,3.28,164,52.146869,-0.463758,37.9,,3
619,0,1,2161.85,3.29,164,52.146841,-0.463792,37.8,,3
620,0,1,2165.74,3.29,165,52.146814,-0.463822,37.7,,3
621,0,1,2168.52,3.29,165,52.14679,-0.463847,37.7,,2
622,0,1,2171.09,3.29,165,52.146768,-0.463869,37.6,,3
623,0,1,2177.58,3.29,165,52.146751,-0.463894,37.5,,3
624,0,1,2180.28,3.3,166,52.146737,-0.463927,37.5,,2
625,0,1,2183.52,3.3,166,52.146725,-0.463972,37.4,,3
626,0,1,2186.77,3.3,166,52.146715,-0.464028,37.3,,3
627,0,1,2190.15,3.3,166,52.146707,-0.464087,37.2,,3
628,0,1,2193.88,3.3,167,52.146701,-0.464142,37.1,,3
629,0,1,2196.78,3.3,167,52.146697,-0.464188,37.1,,2
630,0,1,2200.06,3.3,167,52.146692,-0.464241,37.1,,3
631,0,1,2203.97,3.3,167,52.146685,-0.464301,37.1,,3
632,0,1,2206.99,3.3,168,52.146674,-0.464358,37.0,,2
633,0,1,2210.89,3.3,168,52.146661,-0.464407,37.0,,3
634,0,1,2214.27,3.3,168,52.146644,-0.464451,37.0,,3
635,0,1,2217.82,3.3,169,52.146626,-0.464492,37.0,,3
636,0,1,2220.89,3.31,169,52.146606,-0.464534,37.1,,2
637,0,1,2224.3,3.31,169,52.146584,-0.464576,37.1,,3
638,0,1,2228.77,3.31,169,52.146561,-0.464618,37.1,,2
639,0,1,2232.4,3.31,170,52.146537,-0.464657,37.2,,3
640,0,1,2235.76,3.32,170,52.146512,-0.464694,37.2,,4
641,0,1,2240.04,3.32,170,52.146487,-0.464729,37.2,,2
642,0,1,2243.32,3.32,170,52.146461,-0.464762,37.2,,3
643,0,1,2246.66,3.32,171,52.146436,-0.464792,37.3,,3
644,0,1,2251.0,3.32,171,52.146412,-0.46482,37.3,,2
645,0,1,2253.73,3.33,171,52.146388,-0.464844,37.3,,6
646,0,1,2256.37,3.33,171,52.146364,-0.464864,37.4,,6
647,0,1,2261.27,3.33,172,52.146341,-0.46488,37.4,,3
648,0,1,2263.58,3.33,172,52.146319,-0.464893,37.4,,3
649,0,1,2269.48,3.33,172,52.146296,-0.464904,37.4,,3
650,0,1,2274.69,3.33,172,52.146273,-0.464915,37.5,,2
651,0,1,2277.79,3.33,173,52.146249,-0.464927,37.5,,3
652,0,1,2280.79,3.32,173,52.146224,-0.464941,37.5,,3
653,0,1,2284.04,3.32,173,52.146197,-0.464959,37.6,,2
654,0,1,2287.39,3.32,173,52.146169,-0.46498,37.6,,3
655,0,1,2290.77,3.32,174,52.146142,-0.465004,37.6,,3
656,0,1,2294.02,3.32,174,52.146114,-0.465032,37.7,,3
657,0,1,2297.33,3.32,174,52.146089,-0.465062,37.7,,3
658,0,1,2300.84,3.32,175,52.146065,-0.465095,37.8,,2
659,0,1,2304.15,3.32,175,52.146043,-0.46513,37.8,,3
660,0,1,2307.54,3.32,175,52.146021,-0.465168,37.9,,3
661,0,1,2307.54,3.32,175,52.146,-0.465208,37.9,,3
662,0,1,2307.54,3.32,176,52.145978,-0.465249,37.9,,2
663,0,1,2311.0,3.32,176,52.145955,-0.465292,38.0,,3
664,0,1,2315.01,3.32,176,52.14593,-0.465338,38.0,,2
665,0,1,2319.16,3.32,176,52.145903,-0.465386,38.0,,3
666,0,1,2323.51,3.33,177,52.145876,-0.465435,38.0,,3
667,0,1,2326.68,3.33,177,52.145854,-0.465478,38.0,,3
668,0,1,2330.12,3.33,177,52.145834,-0.465517,38.0,,2
669,0,1,2333.45,3.34,177,52.145812,-0.465557,38.0,,3
670,0,1,2339.76,3.34,178,52.145789,-0.4656,37.9,,3
671,0,1,2342.97,3.34,178,52.145766,-0.465643,37.9,,3
672,0,1,2345.93,3.35,178,52.145746,-0.465686,37.9,,2
673,0,1,2350.72,3.35,178,52.145727,-0.46573,37.8,,3
674,0,1,2354.48,3.35,179,52.145709,-0.465774,37.8,,3
675,0,1,2357.75,3.35,179,52.145691,-0.465818,37.8,,5
676,0,1,2361.62,3.36,179,52.145672,-0.465866,37.8,,5
677,0,1,2365.77,3.36,179,52.145652,-0.465918,37.8,,6
678,0,1,2369.27,3.36,180,52.145634,-0.465962,37.8,,6
679,0,1,2373.65,3.36,180,52.145617,-0.466002,37.8,,3
680,0,1,2376.9,3.37,180,52.145598,-0.466047,37.8,,3
681,0,1,2380.44,3.37,181,52.145578,-0.466096,37.8,,3
682,0,1,2385.28,3.37,181,52.145558,-0.466149,37.8,,2
683,0,1,2388.94,3.37,181,52.145537,-0.466205,37.8,,3
684,0,1,2393.32,3.38,181,52.145516,-0.466261,37.8,,3
685,0,1,2396.41,3.38,182,52.145496,-0.466317,37.8,,3
686,0,1,2400.52,3.39,182,52.145477,-0.466371,37.8,,2
687,0,1,2404.67,3.39,182,52.145459,-0.466423,37.9,,3
688,0,1,2409.35,3.4,182,52.145442,-0.466473,37.9,,2
689,0,1,2413.23,3.4,183,52.145426,-0.466524,37.9,,4
690,0,1,2416.96,3.4,183,52.145411,-0.466575,37.9,,2
691,0,1,2422.48,3.41,183,52.145397,-0.466627,38.0,,3
692,0,1,2426.22,3.41,184,52.145384,-0.466679,38.0,,3
693,0,1,2429.4,3.42,184,52.145373,-0.466727,38.0,,2
694,0,1,2433.94,3.42,184,52.145364,-0.46677,38.1,,3
695,0,1,2436.98,3.43,184,52.145356,-0.466811,38.1,,3
696,0,1,2439.8,3.43,185,52.145351,-0.46685,38.1,,3
697,0,1,2443.75,3.43,185,52.145349,-0.466891,38.2,,2
698,0,1,2446.64,3.43,185,52.14535,-0.466932,38.2,,3
699,0,1,2449.64,3.43,185,52.145352,-0.466975,38.2,,3
700,0,1,2452.53,3.43,186,52.145355,-0.467019,38.2,,3
701,0,1,2455.59,3.43,186,52.145358,-0.467063,38.3,,3
702,0,1,2458.64,3.43,186,52.14536,-0.467108,38.3,,2
703,0,1,2461.37,3.43,187,52.145362,-0.467153,38.3,,3
704,0,1,2464.15,3.43,187,52.145364,-0.467198,38.4,,3
705,0,1,2467.36,3.43,187,52.145366,-0.467244,38.4,,5
706,0,1,2470.47,3.42,187,52.14537,-0.46729,38.4,,5
707,0,1,2473.57,3.42,188,52.145376,-0.467336,38.4,,3
708,0,1,2479.27,3.42,188,52.145383,-0.467383,38.5,,3
709,0,1,2485.77,3.42,188,52.145393,-0.467429,38.5,,2
710,0,1,2489.43,3.42,188,52.145405,-0.467475,38.5,,4
711,0,1,2493.03,3.42,189,52.145419,-0.46752,38.5,,2
712,0,1,2496.68,3.42,189,52.145435,-0.467564,38.5,,3
713,0,1,2500.37,3.42,189,52.145453,-0.467605,38.5,,5
714,0,1,2504.13,3.42,190,52.145472,-0.467644,38.4,,5
715,0,1,2507.77,3.42,190,52.145491,-0.467682,38.4,,4
716,0,1,2510.68,3.42,190,52.145511,-0.467717,38.4,,2
717,0,1,2513.37,3.42,190,52.14553,-0.467751,38.4,,3
718,0,1,2516.2,3.42,191,52.14555,-0.467784,38.3,,3
719,0,1,2519.39,3.42,191,52.145569,-0.467817,38.3,,2
720,0,1,2522.65,3.42,191,52.145589,-0.46785,38.3,,4
721,0,1,2525.94,3.42,191,52.14561,-0.467883,38.3,,2
722,0,1,2529.23,3.42,192,52.145631,-0.467916,38.2,,2
723,0,1,2532.39,3.42,192,52.145653,-0.467949,38.2,,3
724,0,1,2535.65,3.42,192,52.145677,-0.467982,38.2,,3
725,0,1,2538.87,3.42,193,52.145703,-0.468015,38.2,,3
726,0,1,2542.31,3.42,193,52.14573,-0.468048,38.1,,3
727,0,1,2546.56,3.42,193,52.14576,-0.46808,38.1,,2
728,0,1,2550.41,3.42,193,52.145792,-0.468109,38.0,,3
729,0,1,2553.83,3.42,194,52.145822,-0.468131,38.0,,3
730,0,1,2557.21,3.42,194,52.145849,-0.468146,38.1,,2
731,0,1,2560.79,3.42,194,52.145885,-0.468176,38.2,,3
732,0,1,2563.94,3.42,194,52.145917,-0.4682,38.3,,3
733,0,1,2567.12,3.42,195,52.145947,-0.468216,38.4,,3
734,0,1,2570.86,3.42,195,52.145982,-0.468231,38.5,,3
735,0,1,2574.47,3.43,195,52.146017,-0.468243,38.7,,5
736,0,1,2577.82,3.43,196,52.146046,-0.468248,38.8,,5
737,0,1,2580.87,3.43,196,52.146075,-0.468251,38.9,,3
738,0,1,2580.87,3.43,196,52.146107,-0.46826,39.0,,3
739,0,1,2580.87,3.43,196,52.146138,-0.468273,39.1,,2
740,0,1,2584.16,3.43,197,52.146167,-0.468288,39.2,,3
741,0,1,2587.37,3.43,197,52.146196,-0.468303,39.3,,3
742,0,1,2590.57,3.43,197,52.146225,-0.468317,39.4,,3
743,0,1,2593.3,3.43,197,52.146255,-0.468329,39.5,,2
744,0,1,2596.62,3.43,198,52.146284,-0.468341,39.6,,3
745,0,1,2600.1,3.43,198,52.146313,-0.468353,39.8,,3
746,0,1,2603.19,3.43,198,52.146341,-0.468366,39.9,,3
747,0,1,2606.39,3.43,198,52.146368,-0.468382,40.0,,2
748,0,1,2606.39,3.43,199,52.146393,-0.4684,40.1,,3
749,0,1,2606.39,3.43,199,52.146417,-0.468421,40.3,,3
750,0,1,2609.31,3.43,199,52.14644,-0.468445,40.4,,3
751,0,1,2620.69,3.43,200,52.146463,-0.468472,40.6,,3
752,0,1,2623.78,3.43,200,52.146485,-0.468502,40.7,,2
753,0,1,2626.72,3.43,200,52.146508,-0.468536,40.9,,3
754,0,1,2633.4,3.43,200,52.146531,-0.468573,41.0,,3
755,0,1,2636.99,3.43,201,52.146554,-0.468609,41.2,,2
756,0,1,2642.98,3.43,201,52.146577,-0.468645,41.4,,3
757,0,1,2650.36,3.43,201,52.1466,-0.468677,41.6,,3
758,0,1,2654.28,3.43,201,52.146625,-0.468706,41.7,,3
759,0,1,2657.36,3.43,202,52.146649,-0.468731,41.9,,2
760,0,1,2660.49,3.42,202,52.146675,-0.468753,42.1,,4
761,0,1,2663.72,3.42,202,52.146702,-0.468773,42.3,,2
762,0,1,2666.91,3.42,203,52.14673,-0.468792,42.6,,3
763,0,1,2670.21,3.42,203,52.14676,-0.468811,42.9,,2
764,0,1,2673.97,3.43,203,52.146792,-0.468829,43.2,,3
765,0,1,2677.66,3.43,203,52.146824,-0.468846,43.4,,6
766,0,1,2677.66,3.43,204,52.146855,-0.468861,43.7,,6
767,0,1,2677.66,3.43,204,52.146884,-0.468872,43.9,,3
768,0,1,2680.75,3.43,204,52.146909,-0.468877,44.2,,2
769,0,1,2684.57,3.43,204,52.14693,-0.468876,44.3,,3
770,0,1,2692.24,3.43,205,52.146947,-0.468872,44.4,,3
771,0,1,2695.06,3.42,205,52.146963,-0.468868,44.5,,3
772,0,1,2696.93,3.42,205,52.146979,-0.468868,44.7,,2
773,0,1,2698.76,3.41,206,52.146996,-0.46887,44.8,,3
774,0,1,2700.45,3.15,206,52.147013,-0.46887,44.9,,3
775,0,1,2702.47,2.93,206,52.147031,-0.468866,45.1,,3
776,0,1,2704.56,2.86,206,52.14705,-0.46886,45.2,,3
777,0,1,2706.88,2.83,207,52.147071,-0.468851,45.3,,2
778,0,1,2709.32,2.85,207,52.147095,-0.468841,45.5,,3
779,0,1,2711.93,2.93,207,52.147121,-0.468829,45.7,,3
780,0,1,2714.87,2.91,207,52.147146,-0.468815,45.8,,2
781,0,1,2717.63,3.02,207,52.147172,-0.468796,46.0,,3
782,0,1,2720.71,3.12,208,52.147199,-0.46877,46.2,,3
783,0,1,2724.16,3.15,208,52.147226,-0.468747,46.4,,1
784,0,1,2727.4,3.2,208,52.147254,-0.468728,46.5,,3
785,0,1,2730.49,3.26,208,52.147281,-0.468711,46.7,,2
786,0,1,2733.84,3.26,209,52.147307,-0.468695,46.9,,3
787,0,1,2736.95,3.22,209,52.147332,-0.468678,47.1,,2
788,0,1,2739.82,3.18,209,52.147355,-0.468659,47.2,,3
789,0,1,2742.62,3.17,210,52.147376,-0.468638,47.4,,3
790,0,1,2745.45,3.11,210,52.147395,-0.468616,47.5,,3
791,0,1,2748.15,3.06,210,52.147414,-0.468594,47.6,,3
792,0,1,2750.65,3.02,210,52.147433,-0.46857,47.7,,2
793,0,1,2753.1,2.94,210,52.147451,-0.468546,47.9,,3
794,0,1,2755.37,2.94,211,52.147469,-0.46852,48.0,,3
795,0,1,2757.88,2.94,211,52.147487,-0.468494,48.1,,5
796,0,1,2760.95,2.94,211,52.147505,-0.468466,48.2,,5
797,0,1,2764.01,2.94,211,52.147524,-0.468438,48.4,,3
798,0,1,2767.03,2.94,212,52.147542,-0.468408,48.5,,3
799,0,1,2770.08,2.94,212,52.14756,-0.468377,48.6,,3
800,0,1,2773.16,2.94,212,52.147577,-0.468346,48.8,,3
801,0,1,2776.2,2.94,212,52.147592,-0.468314,48.9,,2
802,0,1,2779.15,2.94,213,52.147606,-0.468282,48.9,,3
803,0,1,2782.27,2.94,213,52.14762,-0.46825,49.0,,3
804,0,1,2785.14,2.94,213,52.147634,-0.468217,49.1,,2
